id,yod,annualID,Event_type,ChangeType,Confidence,Alt_type,ChangeDesc,In_Park,Dist_Year,Dist_name
60,1987,956,,,,,,Y,,
61,1987,977,,,,,,Y,,
62,1987,980,,,,,,Y,,
63,1987,983,,,,,,Y,,
64,1987,989,,,,,,Y,,
65,1987,993,,,,,,Y,,
66,1987,1000,,,,,,Y,,
67,1987,1011,,,,,,Y,,
68,1987,1015,,,,,,N,,
69,1987,1020,,,,,,Y,,
70,1987,1022,,,,,,Y,,
71,1987,1034,,,,,,Y,,
72,1987,1036,,,,,,N,,
73,1987,1041,,,,,,N,,
74,1987,1046,,,,,,Y,,
75,1987,1049,,,,,,Y,,
76,1987,1054,,,,,,Y,,
77,1987,1055,,,,,,Y,,
78,1987,1056,,,,,,Y,,
79,1987,1061,,,,,,Y,,
80,1987,1062,,,,,,Y,,
81,1987,1076,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
82,1987,1079,,,,,,Y,,
83,1987,1083,,,,,,Y,,
84,1987,1086,,,,,,Y,,
85,1987,1088,,,,,,Y,,
86,1987,1100,,,,,,Y,,
87,1987,1106,,,,,,Y,,
88,1987,1109,,,,,,Y,,
89,1987,1110,,,,,,Y,,
90,1987,1112,,,,,,Y,,
91,1987,1121,,,,,,N,,
92,1987,1122,,,,,,N,,
93,1987,1123,,,,,,N,,
94,1987,1127,,,,,,Y,,
95,1987,1130,,,,,,Y,,
96,1987,1135,,,,,,Y,,
97,1987,1140,,,,,,Y,,
98,1987,1144,,,,,,N,,
99,1987,1152,,,,,,N,,
100,1987,1154,,,,,,Y,,
101,1987,1166,Office,Clearing,3,,,N,,
102,1987,1167,,,,,,Y,,
103,1987,1171,,,,,,Y,,
104,1987,1176,,,,,,N,,
105,1987,1179,,,,,,Y,,
106,1987,1184,,,,,,Y,,
107,1987,1186,,,,,,N,,
108,1987,1190,,,,,,Y,,
109,1987,1192,,,,,,Y,,
110,1987,1193,,,,,,N,,
111,1987,1198,,,,,,Y,,
112,1987,1201,,,,,,Y,,
113,1987,1203,,,,,,N,,
114,1987,1207,,,,,,Y,,
115,1987,1208,,,,,,N,,
116,1987,1212,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
117,1987,1213,,,,,,Y,,
118,1987,1214,,,,,,N,,
119,1987,1215,,,,,,N,,
120,1987,1216,,,,,,N,,
121,1987,1220,,,,,,Y,,
122,1987,1221,,,,,,N,,
123,1987,1222,,,,,,N,,
124,1987,1226,,,,,,N,,
125,1987,1229,,,,,,N,,
126,1987,1231,,,,,,Y,,
127,1987,1232,,,,,,Y,,
128,1987,1233,,,,,,Y,,
129,1987,1235,,,,,,N,,
130,1987,1239,,,,,,N,,
131,1987,1242,,,,,,Y,,
132,1987,1243,,,,,,N,,
133,1987,1246,,,,,,N,,
134,1987,1248,,,,,,Y,,
135,1987,1250,,,,,,Y,,
136,1987,1251,,,,,,Y,,
137,1987,1252,,,,,,Y,,
138,1987,1255,,,,,,Y,,
139,1987,1256,,,,,,Y,,
140,1987,1257,,,,,,N,,
141,1987,1258,,,,,,N,,
142,1987,1262,,,,,,Y,,
143,1987,1264,,,,,,Y,,
144,1987,1265,,,,,,Y,,
145,1987,1266,,,,,,Y,,
146,1987,1267,,,,,,N,,
147,1987,1268,,,,,,Y,,
148,1987,1269,,,,,,Y,,
149,1987,1270,,,,,,N,,
150,1987,1271,,,,,,Y,,
151,1987,1276,,,,,,Y,,
152,1987,1277,,,,,,Y,,
153,1987,1278,,,,,,Y,,
154,1987,1279,,,,,,Y,,
155,1987,1281,,,,,,Y,,
156,1987,1282,,,,,,Y,,
157,1987,1283,,,,,,Y,,
158,1987,1284,,,,,,Y,,
159,1987,1285,,,,,,Y,,
160,1987,1286,,,,,,Y,,
161,1987,1287,,,,,,Y,,
162,1987,1291,,,,,,Y,,
163,1987,1292,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
164,1987,1293,,,,,,Y,,
165,1987,1294,,,,,,Y,,
166,1987,1296,,,,,,Y,,
167,1987,1297,,,,,,Y,,
168,1987,1298,,,,,,N,,
169,1987,1302,,,,,,Y,,
170,1987,1303,,,,,,N,,
171,1987,1305,,,,,,Y,,
172,1987,1307,,,,,,Y,,
173,1987,1309,,,,,,Y,,
174,1987,1310,,,,,,Y,,
175,1987,1311,,,,,,Y,,
176,1987,1315,,,,,,Y,,
177,1987,1316,,,,,,Y,,
178,1987,1317,,,,,,N,,
179,1987,1319,,,,,,Y,,
180,1987,1320,,,,,,Y,,
181,1987,1324,,,,,,Y,,
182,1987,1325,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
183,1987,1326,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
184,1987,1327,,,,,,Y,,
185,1987,1328,,,,,,Y,,
186,1987,1329,,,,,,Y,,
187,1987,1330,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
188,1987,1332,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
189,1987,1333,,,,,,Y,,
190,1987,1334,,,,,,N,,
191,1987,1339,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
192,1987,1341,,,,,,Y,,
193,1987,1342,,,,,,Y,,
194,1987,1344,,,,,,N,,
195,1987,1345,,,,,,Y,,
196,1987,1350,Office,Water,3,,,Y,,
197,1987,1351,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
198,1987,1355,,,,,,Y,,
199,1987,1356,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
200,1987,1357,,,,,,Y,,
201,1987,1358,,,,,,Y,,
202,1987,1359,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
203,1987,1361,,,,,,Y,,
204,1987,1362,,,,,,Y,,
205,1987,1366,,,,,,Y,,
206,1987,1369,,,,,,Y,,
207,1987,1370,,,,,,Y,,
208,1987,1373,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
209,1987,1374,,,,,,Y,,
210,1987,1375,,,,,,Y,,
211,1987,1376,,,,,,Y,,
212,1987,1377,,,,,,Y,,
213,1987,1378,,,,,,Y,,
214,1987,1379,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
215,1987,1380,,,,,,Y,,
216,1987,1382,,,,,,Y,,
217,1987,1383,,,,,,N,,
218,1987,1384,,,,,,Y,,
219,1987,1385,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
220,1987,1386,,,,,,Y,,
221,1987,1387,,,,,,Y,,
222,1987,1388,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
223,1987,1389,,,,,,Y,,
224,1987,1390,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
225,1987,1391,,,,,,Y,,
226,1987,1392,,,,,,Y,,
227,1987,1393,,,,,,Y,,
228,1987,1394,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
229,1987,1396,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
230,1987,1397,,,,,,Y,,
231,1987,1398,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
232,1987,1399,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
233,1987,1400,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
234,1987,1401,,,,,,Y,,
235,1987,1402,,,,,,Y,,
236,1987,1403,,,,,,N,,
237,1987,1404,,,,,,Y,,
238,1987,1405,,,,,,N,,
239,1987,1408,,,,,,Y,,
240,1987,1409,,,,,,Y,,
241,1987,1410,,,,,,Y,,
242,1987,1411,,,,,,Y,,
243,1987,1412,,,,,,N,,
244,1987,1413,,,,,,Y,,
245,1987,1414,,,,,,N,,
246,1987,1415,,,,,,Y,,
247,1987,1416,,,,,,Y,,
248,1987,1417,,,,,,Y,,
249,1987,1418,,,,,,Y,,
250,1987,1419,,,,,,Y,,
251,1987,1420,,,,,,Y,,
252,1987,1421,,,,,,Y,,
253,1987,1422,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
254,1987,1423,,,,,,Y,,
255,1987,1424,,,,,,N,,
256,1987,1425,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
257,1987,1426,,,,,,Y,,
258,1987,1428,,,,,,Y,,
259,1987,1429,,,,,,Y,,
260,1987,1430,,,,,,Y,,
261,1987,1431,,,,,,N,,
262,1987,1432,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
263,1987,1433,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
264,1987,1436,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
265,1987,1437,,,,,,Y,,
266,1987,1438,,,,,,Y,,
267,1987,1439,,,,,,Y,,
268,1987,1440,,,,,,Y,,
269,1987,1441,,,,,,Y,,
270,1987,1442,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
271,1987,1443,,,,,,Y,,
272,1987,1444,,,,,,Y,,
273,1987,1445,,,,,,Y,,
274,1987,1446,,,,,,Y,,
275,1987,1447,,,,,,Y,,
276,1987,1448,,,,,,Y,,
277,1987,1451,,,,,,N,,
278,1987,1453,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
279,1987,1454,,,,,,Y,,
280,1987,1455,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
281,1987,1456,,,,,,N,,
282,1987,1458,,,,,,Y,,
283,1987,1459,,,,,,Y,,
284,1987,1460,,,,,,N,,
285,1987,1461,,,,,,N,,
286,1987,1462,,,,,,Y,,
287,1987,1463,,,,,,N,,
288,1987,1464,,,,,,Y,,
289,1987,1465,,,,,,Y,,
290,1987,1466,,,,,,Y,,
291,1987,1467,,,,,,Y,,
292,1987,1468,,,,,,Y,,
293,1987,1469,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
294,1987,1470,,,,,,Y,,
295,1987,1471,,,,,,Y,,
296,1987,1472,,,,,,Y,,
297,1987,1473,,,,,,Y,,
298,1987,1474,,,,,,Y,,
299,1987,1475,,,,,,N,,
300,1987,1476,,,,,,N,,
301,1987,1477,,,,,,N,,
302,1987,1478,,,,,,Y,,
303,1987,1479,,,,,,Y,,
304,1987,1480,,,,,,Y,,
305,1987,1483,,,,,,Y,,
306,1987,1484,,,,,,Y,,
307,1987,1487,,,,,,Y,,
308,1987,1488,,,,,,Y,,
309,1987,1489,,,,,,Y,,
310,1987,1490,,,,,,Y,,
311,1987,1491,,,,,,N,,
312,1987,1492,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
313,1987,1493,,,,,,N,,
314,1987,1494,,,,,,N,,
315,1987,1495,,,,,,Y,,
316,1987,1496,,,,,,Y,,
317,1987,1497,,,,,,Y,,
318,1987,1498,,,,,,Y,,
319,1987,1500,,,,,,Y,,
320,1987,1501,,,,,,Y,,
321,1987,1502,,,,,,Y,,
322,1987,1503,,,,,,Y,,
323,1987,1504,,,,,,Y,,
324,1987,1505,,,,,,Y,,
325,1987,1506,,,,,,Y,,
326,1987,1507,,,,,,Y,,
327,1987,1508,,,,,,N,,
328,1987,1510,,,,,,N,,
329,1987,1511,,,,,,Y,,
330,1987,1512,,,,,,Y,,
331,1987,1514,,,,,,Y,,
332,1987,1517,,,,,,N,,
333,1987,1519,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
334,1987,1520,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
335,1987,1521,,,,,,Y,,
336,1987,1522,,,,,,Y,,
337,1987,1524,,,,,,N,,
338,1987,1525,,,,,,Y,,
339,1987,1526,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
340,1987,1527,,,,,,N,,
341,1987,1528,,,,,,Y,,
342,1987,1529,,,,,,Y,,
343,1987,1530,,,,,,Y,,
344,1987,1532,,,,,,Y,,
345,1987,1533,,,,,,N,,
346,1987,1536,,,,,,Y,,
347,1987,1537,,,,,,Y,,
348,1987,1538,,,,,,N,,
349,1987,1539,,,,,,Y,,
350,1987,1540,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
351,1987,1541,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
352,1987,1542,,,,,,Y,,
353,1987,1543,,,,,,Y,,
354,1987,1544,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
355,1987,1545,,,,,,Y,,
356,1987,1546,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
357,1987,1547,,,,,,Y,,
358,1987,1548,,,,,,Y,,
359,1987,1549,,,,,,Y,,
360,1987,1550,,,,,,N,,
361,1987,1551,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
362,1987,1552,,,,,,Y,,
363,1987,1553,,,,,,N,,
364,1987,1554,,,,,,Y,,
365,1987,1555,,,,,,Y,,
366,1987,1556,,,,,,N,,
367,1987,1557,,,,,,N,,
368,1987,1558,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
369,1987,1559,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
370,1987,1560,,,,,,Y,,
371,1987,1561,,,,,,Y,,
372,1987,1562,,,,,,Y,,
373,1987,1563,,,,,,N,,
374,1987,1564,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
375,1987,1565,,,,,,Y,,
376,1987,1566,,,,,,Y,,
377,1987,1568,,,,,,Y,,
378,1987,1569,,,,,,Y,,
379,1987,1570,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
380,1987,1571,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
381,1987,1572,,,,,,Y,,
382,1987,1573,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
383,1987,1574,,,,,,Y,,
384,1987,1575,,,,,,Y,,
385,1987,1576,,,,,,N,,
386,1987,1577,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
387,1987,1578,,,,,,Y,,
388,1987,1579,,,,,,N,,
389,1987,1580,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
390,1987,1581,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
391,1987,1582,,,,,,Y,,
392,1987,1583,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
393,1987,1584,,,,,,Y,,
394,1987,1585,,,,,,Y,,
395,1987,1586,,,,,,N,,
396,1987,1587,,,,,,Y,,
397,1987,1588,,,,,,N,,
398,1987,1589,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
399,1987,1590,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
400,1987,1591,,,,,,Y,,
401,1987,1592,,,,,,Y,,
402,1987,1593,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
403,1987,1594,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
404,1987,1595,,,,,,Y,,
405,1987,1596,,,,,,Y,,
406,1987,1597,,,,,,N,,
407,1987,1598,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
408,1987,1599,,,,,,Y,,
409,1987,1600,,,,,,Y,,
410,1987,1601,,,,,,Y,,
411,1987,1602,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
412,1987,1603,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
413,1987,1604,,,,,,N,,
414,1987,1606,,,,,,N,,
415,1987,1607,,,,,,Y,,
416,1987,1608,,,,,,Y,,
417,1987,1609,,,,,,N,,
418,1987,1610,,,,,,N,,
419,1987,1611,,,,,,N,,
420,1987,1612,,,,,,N,,
421,1987,1613,,,,,,N,,
422,1987,1615,,,,,,N,,
423,1987,1616,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
424,1987,1617,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
425,1987,1619,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
426,1987,1620,,,,,,N,,
427,1987,1621,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
428,1987,1622,,,,,,Y,,
429,1987,1623,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
430,1987,1624,,,,,,N,,
431,1987,1625,,,,,,Y,,
432,1987,1626,,,,,,Y,,
433,1987,1627,,,,,,N,,
434,1987,1628,,,,,,N,,
435,1987,1629,,,,,,N,,
436,1987,1630,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
437,1987,1631,,,,,,N,,
438,1987,1632,,,,,,N,,
439,1987,1633,,,,,,Y,,
440,1987,1636,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
441,1987,1637,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
442,1987,1638,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
443,1987,1639,,,,,,Y,,
444,1987,1640,,,,,,Y,,
445,1987,1641,,,,,,N,,
446,1987,1643,,,,,,Y,,
447,1987,1644,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
448,1987,1645,,,,,,Y,,
449,1987,1646,,,,,,Y,,
450,1987,1647,,,,,,N,,
451,1987,1648,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
452,1987,1649,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
453,1987,1650,,,,,,Y,,
454,1987,1651,,,,,,N,,
455,1987,1653,,,,,,Y,,
456,1987,1654,,,,,,Y,,
457,1987,1655,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
458,1987,1656,,,,,,Y,,
459,1987,1658,,,,,,N,,
460,1987,1659,,,,,,Y,,
461,1987,1660,,,,,,N,,
462,1987,1661,,,,,,Y,,
463,1987,1662,,,,,,N,,
464,1987,1663,,,,,,Y,,
465,1987,1664,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
466,1987,1665,,,,,,Y,,
467,1987,1666,,,,,,N,,
468,1987,1667,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
469,1987,1668,,,,,,Y,,
470,1987,1669,,,,,,Y,,
471,1987,1670,,,,,,N,,
472,1987,1671,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
473,1987,1672,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
474,1987,1673,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
475,1987,1674,,,,,,N,,
476,1987,1675,,,,,,Y,,
477,1987,1676,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
478,1987,1677,,,,,,Y,,
479,1987,1678,,,,,,N,,
480,1987,1680,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
481,1987,1681,,,,,,Y,,
482,1987,1682,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
483,1987,1683,,,,,,Y,,
484,1987,1684,,,,,,N,,
485,1987,1685,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
486,1987,1686,,,,,,N,,
487,1987,1687,,,,,,Y,,
488,1987,1688,,,,,,Y,,
489,1987,1689,,,,,,Y,,
490,1987,1690,,,,,,Y,,
491,1987,1691,,,,,,Y,,
492,1987,1692,,,,,,Y,,
493,1987,1693,,,,,,Y,,
494,1987,1694,,,,,,Y,,
495,1987,1695,,,,,,Y,,
496,1987,1696,,,,,,Y,,
497,1987,1697,,,,,,Y,,
498,1987,1698,,,,,,Y,,
499,1987,1699,,,,,,Y,,
500,1987,1700,,,,,,Y,,
501,1987,1701,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
502,1987,1702,,,,,,Y,,
503,1987,1703,,,,,,Y,,
504,1987,1704,,,,,,N,,
505,1987,1705,,,,,,Y,,
506,1987,1706,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
507,1987,1707,,,,,,Y,,
508,1987,1708,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
509,1987,1709,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
510,1987,1710,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
511,1987,1711,,,,,,Y,,
512,1987,1712,,,,,,Y,,
513,1987,1713,,,,,,N,,
514,1987,1715,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
515,1987,1716,,,,,,Y,,
516,1987,1717,,,,,,Y,,
517,1987,1719,,,,,,Y,,
518,1987,1720,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
519,1987,1721,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
520,1987,1722,,,,,,Y,,
521,1987,1723,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
522,1987,1724,,,,,,Y,,
523,1987,1725,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
524,1987,1726,,,,,,Y,,
525,1987,1727,,,,,,Y,,
526,1987,1728,,,,,,Y,,
527,1987,1729,,,,,,Y,,
528,1987,1730,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
529,1987,1731,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
530,1987,1732,,,,,,Y,,
531,1987,1733,,,,,,Y,,
532,1987,1734,,,,,,N,,
533,1987,1735,,,,,,N,,
534,1987,1736,,,,,,Y,,
535,1987,1737,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
536,1987,1738,,,,,,Y,,
537,1987,1739,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
538,1987,1740,,,,,,N,,
539,1987,1743,,,,,,Y,,
540,1987,1744,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
541,1987,1745,,,,,,Y,,
542,1987,1746,,,,,,Y,,
543,1987,1747,,,,,,Y,,
544,1987,1748,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
545,1987,1749,,,,,,Y,,
546,1987,1751,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
547,1987,1752,,,,,,Y,,
548,1987,1753,,,,,,Y,,
549,1987,1754,,,,,,N,,
550,1987,1755,,,,,,Y,,
551,1987,1756,,,,,,Y,,
552,1987,1757,,,,,,N,,
553,1987,1758,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
554,1987,1759,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
555,1987,1760,,,,,,Y,,
556,1987,1761,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
557,1987,1762,,,,,,N,,
558,1987,1763,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
559,1987,1764,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
560,1987,1767,,,,,,N,,
561,1987,1768,,,,,,Y,,
562,1987,1769,,,,,,N,,
563,1987,1771,,,,,,N,,
564,1987,1772,Office,Fire,3,,,Y,1987,Unknown NPS 1987
565,1987,1773,,,,,,Y,,
566,1987,1774,,,,,,Y,,
567,1987,1775,,,,,,Y,,
568,1987,1776,,,,,,Y,,
569,1987,1777,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
570,1987,1778,,,,,,Y,,
571,1987,1779,,,,,,Y,,
572,1987,1780,,,,,,N,,
573,1987,1781,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
574,1987,1782,,,,,,Y,,
575,1987,1783,,,,,,Y,,
576,1987,1784,,,,,,Y,,
577,1987,1785,,,,,,Y,,
578,1987,1786,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
579,1987,1787,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
580,1987,1788,,,,,,Y,,
581,1987,1790,,,,,,N,,
582,1987,1791,,,,,,Y,,
583,1987,1792,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
584,1987,1793,,,,,,Y,,
585,1987,1795,,,,,,Y,,
586,1987,1796,,,,,,N,,
587,1987,1797,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
588,1987,1798,,,,,,N,,
589,1987,1799,,,,,,N,,
590,1987,1800,,,,,,N,,
591,1987,1801,,,,,,Y,,
592,1987,1803,,,,,,N,,
593,1987,1804,,,,,,N,,
594,1987,1806,,,,,,Y,,
595,1987,1807,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
596,1987,1808,,,,,,N,,
597,1987,1811,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
598,1987,1812,,,,,,Y,,
599,1987,1814,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
600,1987,1815,,,,,,Y,,
601,1987,1816,,,,,,N,,
602,1987,1818,,,,,,Y,,
603,1987,1819,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
604,1987,1820,,,,,,N,,
605,1987,1821,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
606,1987,1822,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
607,1987,1823,,,,,,Y,,
608,1987,1824,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
609,1987,1826,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
610,1987,1828,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
611,1987,1829,,,,,,Y,,
612,1987,1831,,,,,,Y,,
613,1987,1832,,,,,,Y,,
614,1987,1835,,,,,,N,,
615,1987,1836,,,,,,Y,,
616,1987,1837,,,,,,Y,,
617,1987,1838,,,,,,N,,
618,1987,1840,,,,,,Y,,
619,1987,1841,,,,,,Y,,
620,1987,1842,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
621,1987,1843,,,,,,Y,,
622,1987,1844,,,,,,N,,
623,1987,1845,,,,,,N,,
624,1987,1846,,,,,,Y,,
625,1987,1848,,,,,,N,,
626,1987,1851,,,,,,Y,,
627,1987,1853,,,,,,Y,,
628,1987,1854,,,,,,Y,,
629,1987,1855,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
630,1987,1856,,,,,,Y,,
631,1987,1857,,,,,,Y,,
632,1987,1858,,,,,,N,,
633,1987,1859,,,,,,N,,
634,1987,1860,,,,,,Y,,
635,1987,1862,,,,,,N,,
636,1987,1863,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
637,1987,1864,,,,,,Y,,
638,1987,1866,,,,,,N,,
639,1987,1867,,,,,,Y,,
640,1987,1868,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
641,1987,1869,,,,,,Y,,
642,1987,1870,,,,,,Y,,
643,1987,1871,,,,,,Y,,
644,1987,1872,,,,,,Y,,
645,1987,1873,,,,,,N,,
646,1987,1875,,,,,,N,,
647,1987,1876,,,,,,Y,,
648,1987,1877,,,,,,Y,,
649,1987,1878,,,,,,Y,,
650,1987,1879,Mask,Inter-annual Variability,2,,Fully in mask,Y,,
651,1987,1880,,,,,,Y,,
652,1987,1881,,,,,,Y,,
